station_id,year,month,avg_temperature,avg_vent_moyen,avg_pluie_1h
23,2018,7,20.695505617977528,3.449438202247191,0.0044943820224719105
42,2018,7,22.427459016393446,3.112021857923497,0.0448087431693989
000BV,2018,7,24.113451086956523,9.414130434782608,0.024456521739130436
000BZ,2018,7,25.66141304347826,5.493885869565218,0.054076086956521746
000C5,2018,7,20.848703956343794,0.5980900409276944,0.07639836289222374
000CJ,2018,7,19.255504587155965,5.038073394495413,0.0981651376146789
000DF,2018,7,22.047717842323653,7.007192254495159,0.03955739972337483
000DR,2018,7,20.32282608695652,1.5639945652173914,0.051086956521739134
000EB,2018,7,21.947967479674798,2.6848238482384823,0.03387533875338753
000EU,2018,7,23.448773841961856,7.921389645776567,0.06757493188010899
000FA,2018,7,21.58683853459973,3.9215739484396197,0.05915875169606513
000FN,2018,7,18.88478260869565,3.1452445652173915,0.052445652173913046
000GQ,2018,7,24.04139344262295,6.14603825136612,0.014754098360655738
000HL,2018,7,23.146537842190018,2.4207729468599033,0.0
000K0,2018,7,22.992276422764228,5.245528455284553,0.07913279132791327
000L7,2018,7,26.681626016260164,6.16910569105691,0.024065040650406506
000MJ,2018,7,21.30217391304348,4.281114130434783,0.03206521739130435
000Q2,2018,7,20.563780663780665,3.9718614718614718,0.11544011544011544
000T3,2018,7,18.778526645768025,2.505329153605016,0.03761755485893417
000U7,2018,7,23.47276422764228,3.426422764227642,0.02710027100271003
ME014,2018,7,21.44482288828338,0.0,0.023705722070844686
ME103,2018,7,17.603057553956834,1.666726618705036,0.15863309352517987
ME104,2018,7,22.950271002710025,1.1166666666666667,0.01978319783197832
ME106,2018,7,21.332288828337873,3.4731607629427796,0.02397820163487738
