station_id,year,month,avg_temperature,avg_vent_moyen,avg_pluie_1h
23,2017,12,1.7262569832402235,7.374301675977653,0.4910614525139665
42,2017,12,4.759973045822102,6.495013477088949,0.10296495956873317
93,2017,12,4.439090909090909,2.518030303030303,0.11363636363636363
000BV,2017,12,5.8104333868378815,12.97800963081862,0.13162118780096307
000BZ,2017,12,5.583954619124798,6.719773095623988,0.013938411669367908
000C5,2017,12,6.546908602150537,2.666532258064516,0.10913978494623656
000CJ,2017,12,-1.7971530249110321,3.884875444839858,0.24306049822064055
000DF,2017,12,7.316415662650603,11.610240963855421,0.14518072289156628
000DR,2017,12,4.549566724436741,7.321317157712304,0.21837088388214904
000EB,2017,12,4.908976377952755,10.52488188976378,0.13448818897637796
000EU,2017,12,3.5328233657858137,8.852294853963839,0.07593880389429764
000FA,2017,12,4.260084626234133,7.760930888575459,0.18843441466854724
000FN,2017,12,7.235616438356165,8.043683409436834,0.276103500761035
000GQ,2017,12,4.049297752808989,8.57247191011236,0.010112359550561799
000HL,2017,12,6.671156462585034,4.945714285714286,0.0021768707482993197
000K0,2017,12,4.337117903930131,8.114264919941776,0.17583697234352255
000L7,2017,12,6.511080332409972,6.974792243767313,0.02382271468144044
000Q2,2017,12,9.254299754299755,8.552088452088451,0.30073710073710075
000T3,2017,12,1.3313229571984435,4.056420233463035,0.3416342412451362
000U7,2017,12,4.4247706422018345,6.536330275229358,0.16587155963302752
ME014,2017,12,4.777586206896552,3.352614942528736,0.1385057471264368
ME103,2017,12,-0.8557471264367816,5.220862068965517,0.05747126436781609
ME104,2017,12,4.026149425287356,4.310718390804597,0.04080459770114942
ME106,2017,12,4.7683908045977015,5.502758620689655,0.21149425287356322
