station_id,year,month,avg_temperature,avg_vent_moyen,avg_pluie_1h
42,2021,12,6.176351351351351,5.09054054054054,0.10621621621621621
000BZ,2021,12,6.42640218878249,4.967305061559507,0.04131326949384405
000C5,2021,12,6.889367429340512,3.0199192462987887,0.08021534320323015
000CJ,2021,12,1.0998637602179835,2.7282016348773843,0.2536784741144414
000DF,2021,12,8.123369565217391,13.362364130434784,0.10135869565217391
000DR,2021,12,5.123433242506811,2.2004087193460493,0.22125340599455043
000EB,2021,12,6.149318801089919,8.255040871934604,0.11634877384196186
000EU,2021,12,3.888059701492537,0.7451831750339214,0.08846675712347354
000FA,2021,12,4.604489795918368,6.916462585034014,0.07863945578231293
000FN,2021,12,7.289335180055401,5.276869806094183,0.08781163434903047
000HL,2021,12,8.02462987886945,2.0419919246298788,0.07537012113055182
000K0,2021,12,4.322086720867208,5.090108401084011,0.1956639566395664
000L7,2021,12,8.146099290780143,6.478297872340425,0.04340425531914893
000MJ,2021,12,7.340410958904109,5.747260273972603,0.12684931506849317
000OM,2021,12,6.983164005805515,7.213352685050798,0.12278664731494919
000OO,2021,12,5.761432506887052,1.96900826446281,0.08457300275482094
000Q2,2021,12,7.7855907780979825,4.705187319884726,0.1585014409221902
000QZ,2021,12,4.47156462585034,4.171020408163265,0.13170068027210885
000RD,2021,12,6.058573388203017,2.2607681755829905,0.09245541838134431
000T3,2021,12,2.3497275204359673,0.11335149863760219,0.22043596730245232
000TY,2021,12,4.634068965517241,6.72496551724138,0.09737931034482758
000U7,2021,12,4.9611491108071135,2.7763337893296853,0.1119015047879617
000WA,2021,12,5.126086956521739,0.6108695652173913,0.00927536231884058
000WN,2021,12,3.4901881720430104,1.6506720430107527,0.15456989247311828
000XR,2021,12,5.795735900962861,5.19436038514443,0.13947730398899588
000XW,2021,12,6.5636863823933975,1.8822558459422285,0.16506189821182943
000XZ,2021,12,7.562376237623763,8.41018387553041,0.19264497878359263
000Y9,2021,12,9.798603351955308,6.146787709497207,0.00111731843575419
000YG,2021,12,4.318672199170124,2.6432918395573997,0.12448132780082988
000ZK,2021,12,0.7929155313351499,1.767574931880109,0.24087193460490464
ME103,2021,12,0.916506189821183,0.9310866574965612,0.06987620357634113
ME104,2021,12,5.242428571428571,2.7054285714285715,0.04
ME106,2021,12,6.054455445544554,4.165346534653465,0.17029702970297028
