station_id,year,month,avg_temperature,avg_vent_moyen,avg_pluie_1h
23,2019,4,8.05654281098546,6.620355411954765,0.217124394184168
42,2019,4,10.538136826783115,3.4572052401746722,0.042212518195050945
000BV,2019,4,11.715299684542586,10.441482649842271,0.02018927444794953
000BZ,2019,4,12.310113960113961,7.225356125356125,0.14615384615384613
000C5,2019,4,10.740974212034384,1.2212034383954153,0.062177650429799426
000CJ,2019,4,6.934225352112676,6.963098591549296,0.0571830985915493
000DF,2019,4,12.061221590909092,8.7515625,0.10312500000000001
000DR,2019,4,9.63163120567376,3.330496453900709,0.084822695035461
000EB,2019,4,9.984188034188033,5.390170940170941,0.05783475783475784
000EU,2019,4,10.627027027027028,9.983499288762447,0.13115220483641538
000FA,2019,4,9.938009049773756,4.894117647058824,0.04253393665158371
000FN,2019,4,9.655382436260624,1.6039660056657226,0.0915014164305949
000GQ,2019,4,10.935196374622357,9.18942598187311,0.08308157099697885
000HL,2019,4,12.17855029585799,2.9773668639053255,0.16449704142011834
000K0,2019,4,11.319803370786516,4.0415730337078655,0.125
000L7,2019,4,13.15,8.082575757575757,0.09848484848484848
000MJ,2019,4,10.473437500000001,4.612500000000001,0.034374999999999996
000OM,2019,4,12.114373088685015,7.359633027522936,0.027522935779816515
000OO,2019,4,11.672984441301272,3.9263083451202263,0.12588401697312587
000Q2,2019,4,10.962444113263786,4.346646795827124,0.11475409836065574
000T3,2019,4,7.260169491525423,2.5451977401129944,0.13474576271186442
000U7,2019,4,10.921186440677966,3.9096045197740112,0.14124293785310735
ME014,2019,4,10.846751412429379,0.0,0.006497175141242938
ME103,2019,4,5.854640980735551,4.741155866900175,0.1138353765323993
ME104,2019,4,10.967563739376772,4.501416430594901,0.05155807365439093
ME106,2019,4,10.960227272727273,5.170454545454546,0.02727272727272727
