station_id,year,month,avg_temperature,avg_vent_moyen,avg_pluie_1h
23,2016,12,5.481277213352685,3.288824383164006,0.01857764876632801
42,2016,12,2.6042194092827002,2.040365682137834,0.020534458509142057
93,2016,12,5.587361111111111,2.3519444444444444,0.0275
000BV,2016,12,5.770833333333333,7.619722222222222,0.02694444444444444
000BZ,2016,12,6.495679012345679,4.002623456790124,0.043827160493827164
000C5,2016,12,5.080376344086022,0.255241935483871,0.021236559139784946
000CJ,2016,12,4.064577259475219,4.3466472303207,0.0
000DF,2016,12,7.469209431345354,6.657836338418863,0.028016643550624134
000DR,2016,12,5.924269005847953,3.27046783625731,0.01345029239766082
000EB,2016,12,3.5071317829457365,3.910387596899225,0.03131782945736434
000EU,2016,12,2.8574018126888214,4.897280966767371,0.022356495468277948
000FA,2016,12,3.559259259259259,9.550754458161865,0.031001371742112486
000FN,2016,12,7.279478827361564,4.065472312703584,0.03517915309446254
000K0,2016,12,1.579967689822294,3.1557350565428113,0.009369951534733441
000L7,2016,12,8.672803347280334,4.335006973500697,0.10013947001394699
000Q2,2016,12,7.921454545454546,4.846181818181818,0.038909090909090914
000T3,2016,12,3.2062,2.9602000000000004,0.0004
000U7,2016,12,6.0788104089219335,6.579553903345725,0.007434944237918215
000Y9,2016,12,10.330684931506848,2.2035616438356165,0.02493150684931507
ME014,2016,12,6.211440107671602,6.144427994616421,0.01641991924629879
ME103,2016,12,0.670911528150134,2.3855764075067025,0.04477211796246649
ME104,2016,12,3.5482573726541555,2.141260053619303,0.0353887399463807
ME106,2016,12,5.151140939597315,5.143422818791946,0.0
