station_id,year,month,avg_temperature,avg_vent_moyen,avg_pluie_1h
42,2022,1,3.683378746594005,4.229427792915532,0.04550408719346049
000BZ,2022,1,5.792255434782609,6.725815217391304,0.000815217391304348
000C5,2022,1,5.326344086021505,1.9413978494623658,0.0717741935483871
000CJ,2022,1,-0.05694656488549617,3.4566412213740456,0.03786259541984733
000DF,2022,1,5.029591836734694,8.85932944606414,0.0446064139941691
000DR,2022,1,2.3066469719350073,0.9970457902511078,0.05642540620384048
000EB,2022,1,3.9671289875173374,6.765187239944521,0.0507628294036061
000EU,2022,1,1.9541607898448519,1.6933709449929477,0.027926657263751764
000FA,2022,1,3.432377049180328,6.413661202185793,0.06721311475409837
000FN,2022,1,5.83567415730337,3.935533707865168,0.11769662921348314
000HL,2022,1,7.373252688172043,2.549059139784946,0.02204301075268817
000K0,2022,1,1.568082191780822,5.753698630136986,0.05561643835616439
000L7,2022,1,6.001289398280802,5.472206303724929,0.0014326647564469914
000MJ,2022,1,4.468846815834768,3.988984509466437,0.04647160068846816
000OM,2022,1,5.104,5.4658461538461545,0.09076923076923077
000OO,2022,1,3.3828025477707007,2.4563694267515928,0.0012738853503184715
000Q2,2022,1,6.413708513708514,2.3518037518037516,0.09494949494949495
000QZ,2022,1,2.6234782608695655,5.879420289855073,0.0727536231884058
000RD,2022,1,3.75625,1.886111111111111,0.07694444444444444
000T3,2022,1,0.766903409090909,0.1137784090909091,0.08323863636363636
000TY,2022,1,2.783233532934132,6.789221556886227,0.11616766467065867
000U7,2022,1,2.087599364069952,5.801112877583466,0.03402225755166932
000WA,2022,1,4.010804597701149,0.5970114942528736,0.009655172413793104
000WN,2022,1,1.9826612903225804,1.8176075268817204,0.05806451612903226
000XR,2022,1,3.456753069577081,3.4642564802182814,0.048840381991814466
000XW,2022,1,4.153932584269663,1.2976123595505618,0.11882022471910111
000XZ,2022,1,5.623008849557523,6.031563421828909,0.11209439528023599
000Y9,2022,1,8.29179856115108,4.387913669064748,0.002302158273381295
000YG,2022,1,2.0374474053295932,2.41711079943899,0.0361851332398317
000ZK,2022,1,0.33864942528735636,2.2251436781609195,0.05373563218390805
000ZV,2022,1,1.5593085106382978,3.2364361702127664,0.009574468085106383
ME103,2022,1,-1.188949522510232,1.2896316507503411,0.023192360163710776
ME104,2022,1,3.391107871720117,2.188192419825073,0.015743440233236154
