station_id,year,month,avg_temperature,avg_vent_moyen,avg_pluie_1h
23,2019,5,10.053835425383543,6.9428172942817294,0.14337517433751742
42,2019,5,12.981717451523545,5.1488919667590025,0.05789473684210527
000BV,2019,5,13.971784232365145,9.888105117565699,0.11341632088520055
000BZ,2019,5,16.038181818181815,8.81958041958042,0.06545454545454545
000C5,2019,5,12.953898768809848,1.0071135430916553,0.04432284541723666
000CJ,2019,5,8.18968363136176,4.311004126547455,0.12407152682255847
000DF,2019,5,14.381430536451168,9.40261348005502,0.035213204951856945
000DR,2019,5,11.679724137931034,3.278206896551724,0.07696551724137932
000EB,2019,5,11.980437756497949,6.27250341997264,0.05991792065663475
000EU,2019,5,13.438514442916093,11.134112792297111,0.04456671251719395
000FA,2019,5,11.50653685674548,4.677051460361613,0.06397774687065369
000FN,2019,5,12.006397774687066,0.18038942976356054,0.06286509040333797
000GQ,2019,5,14.01939477303989,9.959147180192572,0.0390646492434663
000HL,2019,5,13.777701778385772,2.1488372093023256,0.07441860465116279
000K0,2019,5,13.314500683994527,6.425307797537619,0.09794801641586867
000L7,2019,5,17.01838905775076,9.141033434650456,0.07446808510638298
000MJ,2019,5,12.584181568088034,5.054883081155434,0.0640990371389271
000OM,2019,5,13.887731811697574,6.5115549215406565,0.12439372325249644
000OO,2019,5,14.733242134062927,3.598358413132695,0.036114911080711354
000Q2,2019,5,13.038733431516935,3.5042709867452135,0.08541973490427099
000T3,2019,5,9.282559774964838,2.4673699015471167,0.11476793248945147
000U7,2019,5,13.154057771664375,5.539064649243467,0.1155433287482806
ME014,2019,5,12.808230452674898,0.0,0.012620027434842248
ME103,2019,5,8.702753623188405,5.355362318840579,0.04753623188405798
ME104,2019,5,13.348968363136176,4.334800550206327,0.06960110041265474
ME106,2019,5,13.054046639231824,4.614814814814815,0.023593964334705075
