station_id,year,month,avg_temperature,avg_vent_moyen,avg_pluie_1h
42,2021,11,5.706119610570236,3.845897079276773,0.06063977746870654
000BZ,2021,11,8.76981664315938,5.619181946403385,0.07898448519040903
000C5,2021,11,6.068011126564673,1.1497913769123784,0.04728789986091794
000CJ,2021,11,3.015211267605634,3.3725352112676057,0.0495774647887324
000DF,2021,11,8.096751412429379,8.912711864406779,0.05819209039548023
000DR,2021,11,5.254992967651196,1.409282700421941,0.09226441631504922
000EB,2021,11,5.931372549019608,6.009943977591037,0.049019607843137254
000EU,2021,11,5.532584269662921,1.0498595505617978,0.06460674157303371
000FA,2021,11,5.101128349788434,4.6935119887165015,0.028772919605077576
000FN,2021,11,7.871550497866287,3.534850640113798,0.1240398293029872
000HL,2021,11,11.207371349095967,2.899582753824757,0.1243393602225313
000K0,2021,11,5.237005649717514,4.727118644067797,0.11299435028248588
000L7,2021,11,10.111773255813953,6.3895348837209305,0.11627906976744186
000MJ,2021,11,7.4012802275960174,3.9571834992887625,0.06770981507823613
000OM,2021,11,6.7703125,5.435546875,0.03203125
000OO,2021,11,8.775668073136428,1.2104078762306612,0.15330520393811534
000Q2,2021,11,7.683551673944687,2.353857350800582,0.04163027656477438
000QZ,2021,11,4.685877318116976,3.079172610556348,0.07161198288159772
000RD,2021,11,5.183553597650514,1.0813509544787077,0.03847283406754772
000T3,2021,11,2.8047619047619046,0.07170868347338936,0.0927170868347339
000TY,2021,11,4.575994318181818,4.8017045454545455,0.08835227272727274
000U7,2021,11,5.878984485190409,3.4330042313117066,0.09873060648801128
000WA,2021,11,8.195432692307692,2.4447115384615383,0.016346153846153847
000WN,2021,11,4.4336111111111105,0.8123611111111111,0.0525
000XR,2021,11,5.792987377279102,3.047124824684432,0.04740532959326789
000XW,2021,11,7.111673699015471,0.9735583684950774,0.13473980309423347
000XZ,2021,11,8.226495726495726,5.521082621082622,0.12393162393162394
000Y9,2021,11,11.932100840336135,4.187226890756302,0.18487394957983194
000YG,2021,11,5.136130867709815,1.5621621621621622,0.05661450924608819
ME103,2021,11,2.391420534458509,0.5156118143459916,0.055977496483825606
ME104,2021,11,6.2805825242718445,1.964466019417476,0.04776699029126214
ME106,2021,11,6.778879310344828,2.5129310344827585,0.07413793103448275
