station_id,year,month,avg_temperature,avg_vent_moyen,avg_pluie_1h
23,2018,8,17.37969348659004,3.42911877394636,0.033716475095785445
42,2018,8,21.043388429752067,3.3630853994490355,0.018732782369146005
000BV,2018,8,21.664769647696478,9.403929539295394,0.04688346883468835
000BZ,2018,8,24.242779291553134,5.471117166212534,0.11335149863760219
000C5,2018,8,18.81350613915416,0.6751705320600273,0.07585266030013643
000CJ,2018,8,17.30915395284327,4.0694868238557556,0.17253814147018032
000DF,2018,8,21.358943089430895,8.192140921409214,0.04688346883468835
000DR,2018,8,19.743495934959352,1.8860433604336044,0.026829268292682926
000EB,2018,8,20.131029810298102,6.277913279132791,0.05420054200542006
000EU,2018,8,22.91457765667575,8.227929155313351,0.03487738419618529
000FA,2018,8,19.16638772663877,4.4418410041841,0.05774058577405858
000FN,2018,8,17.15189701897019,2.920189701897019,0.05772357723577236
000GQ,2018,8,23.548043818466354,7.213615023474178,0.0
000HL,2018,8,24.42244623655914,2.8428763440860214,0.0
000K0,2018,8,22.398373983739837,5.707452574525746,0.06504065040650407
000L7,2018,8,25.54378698224852,6.467011834319527,0.06183431952662723
000MJ,2018,8,19.044729344729344,4.377350427350428,0.11538461538461539
000Q2,2018,8,18.45380200860832,2.5064562410329985,0.03931133428981348
000T3,2018,8,18.2321044546851,1.8850998463901691,0.07772657450076804
000U7,2018,8,23.363224181360202,3.567506297229219,0.0508816120906801
ME014,2018,8,18.99441416893733,0.0,0.07547683923705722
ME103,2018,8,16.721681415929204,2.037463126843658,0.021238938053097345
ME104,2018,8,22.649051490514903,1.0867208672086721,0.02926829268292683
ME106,2018,8,19.160975609756097,4.055826558265583,0.0975609756097561
ME135,2018,8,17.61320754716981,2.1433962264150943,0.0
