id_station:nom_station
# METADATA:
# 00001: Saint-Médard-d'Aunis
# 00002: Le Vigan
# 00003: Besse sur Issole
# 00004: Granges lès Beaumont
# 00009: Bouvesse-Quirieu
# 00010: Le Grau-du-Roi - Repausset-Levant
# 00014: Saint-Martin-d'Hères
# 00015: Corte
# 00018: Ferrals-lès-Corbières
# 00023: Saint-Yrieix-le-Déjalat
# 00025: Saint-Triphon
# 00027: Cardo
# 00029: Jarny
# 00032: Bressols
# 00033: Véretz
# 00035: Rochegude
# 00038: Fontenay-le-Comte
# 00041: Lamballe
# 00042: Sandillon
# 00047: Plabennec
# 00049: Saint-Symphorien - Verrières
# 00051: Cramchaban
# 00052: Armentières
# 00053: La Réole
# 00054: Corny-sur-Moselle
# 00057: Toulon-Le Baou
# 00059: Niort
# 00060: Canéjan
# 00061: Evry-Courcouronnes
# 00063: La Teste de Buch
# 00065: Soumoulou
# 00070: Montigny-lès-Metz
# 00072: Briançon
# 00074: Saint-Jean-de-la-Haize
# 00075: Peypin
# 00076: Le-Péage-de-Roussillon
# 00080: Angliers
# 00081: Verneuil-sur-Seine
# 00086: Saint-Malo-des-Trois-Fontaines
# 00088: Orange Centre
# 00089: Villemoisson-sur-Orge
# 00091: Namur - Floriffoux
# 00092: Mûr-de-Bretagne
# 00093: Brignoles Ouest
# 00094: Miribel-les-Echelles
# 00095: Quimper
# 00096: Le-Sappey (Mt Salève)
# 00098: Plouguerneau
# 00099: Crempigny-Bonneguête
# 000A1: Cernay
# 000A3: Entrechaux
# 000A5: Sablons
# 000A6: Leysin
# 000A9: Rablay-sur-Layon
# 000AA: Castels
# 000AB: Landser
# 000AC: Connerré
# 000AD: Saint-Michel-sur-Ternoise
# 000AE: Piedigriggio
# 000AF: Boisredon
# 000AH: Gambsheim
# 000AI: Millau (1)
# 000AJ: Léran
# 000AK: Saint-André-de-Corcy
# 000AL: Siegen - Kaidenbourg
# 000AS: Ile-d'Yeu - Port Joinville
# 000AU: Chézy-sur-Marne
# 000AV: Baye
# 000AX: Saint-Laurent-de-Cognac
# 000AY: Les Pennes-Mirabeau
# 000B0: La Chaux
# 000B3: Mulhouse
# 000B4: Chalampé
# 000B5: Saint-Sorlin-en-Valloire
# 000B6: Salins
# 000B8: Augy-sur-Aubois
# 000B9: Gouzon
# 000BA: Grandfresnoy
# 000BB: Hohrod
# 000BE: Laruns-Artouste-Fabrèges
# 000BG: Lyon 07
# 000BI: Les Salces - Bonnecombe
# 000BL: Marseille - Saména
# 000BM: Theys (760m)
# 000BN: Voiron - Centre ville
# 000BO: Arces
# 000BP: Périgueux
# 000BQ: Colombé-le-Sec
# 000BS: Cabestany
# 000BU: Saint-Maximin-la-Sainte-Baume - Les Terriers
# 000BV: Paris 5ème - Tour Zamansky, Jussieu
# 000BX: Paimpol
# 000BY: Cabannes
# 000BZ: Saint-Hilaire-de-Brethmas
# 000C0: Buhl-Lorraine
# 000C1: Trelly
# 000C4: Marseille-Corniche
# 000C5: Laillé
# 000C6: Saint-Philbert-de-Grand-Lieu
# 000C7: Chenecey-Buillon
# 000C9: Sain-Bel
# 000CA: Leigné-les-Bois
# 000CC: Manglieu
# 000CD: St-Christophe-sur-Guiers - Le Habert de la Ruchère
# 000CE: Campistrous - Centre de Recherches Atmosphériques
# 000CF: Prudhomat - Castelnau
# 000CI: Anglars-Saint-Félix
# 000CJ: Granier
# 000CK: Lagarde-d'Apt - Observatoire SIRENE
# 000CL: Gréasque - La Diote
# 000CM: Saint-Bonnet-le-Troncy
# 000CN: Tournon-sur-Rhône
# 000CO: Nostang
# 000CP: Pressagny-l'Orgueilleux
# 000CR: Almenêches
# 000CT: Paris 6ème - Saint Germain des Prés
# 000CU: Seltz
# 000CV: Bruxelles - Woluve-Saint-Pierre
# 000CW: Mussidan
# 000CX: Saint-Philbert-sur-Risle
# 000CY: Lapte - Verne
# 000CZ: Peaugres
# 000D2: Kernoues
# 000D3: Plounéventer
# 000D5: Naintré
# 000D8: Brest
# 000DA: Combs-la-Ville
# 000DB: Recoules-de-Fumas
# 000DC: Firmi
# 000DD: Vinon
# 000DE: Passy
# 000DF: Arvert (2)
# 000DH: Grimentz
# 000DI: Saint-Saturnin-lès-Apt
# 000DJ: Veyrins-Thuellin
# 000DM: Saint-Georges-d'Oléron
# 000DN: Butot
# 000DP: Montréal
# 000DQ: Saint-Nazaire-d'Aude
# 000DR: Sainte-Feyre
# 000DS: Néris-les-Bains
# 000DV: Grenay
# 000DX: Burdignes
# 000DZ: Lacanau-Océan
# 000E0: Origné
# 000E2: Saint-Martinien
# 000E7: Saint-Jean-de-Védas - La Fermaude
# 000E8: Hadigny-les-Verrières
# 000EB: Valennes
# 000EC: Fort-Mahon - Plage
# 000ED: Arc-sous-Cicon
# 000EF: Cavalaire-sur-Mer
# 000EG: Les Salles-de-Castillon
# 000EH: Annot
# 000EI: Saint-Loup-de-Varennes
# 000EK: Saclas
# 000EN: Osséja
# 000EO: Pourrières - La Beyssanne
# 000EP: Villefontaine
# 000EQ: Montredon-des-Corbières
# 000ET: Riotord
# 000EU: Vernosc-lès-Annonay
# 000EV: Le Teich
# 000EW: Paris 20ème - Porte de Vincennes
# 000F3: Agde - Le Grau
# 000F4: La Fouly
# 000F7: Versoix
# 000F8: Belin-Béliet
# 000FA: Lasne-Chapelle-Saint-Lambert
# 000FB: Neuville-de-Poitou
# 000FC: Rimbach-près-Masevaux
# 000FD: Chapelle-des-Bois
# 000FE: La Javie
# 000FG: Pélussin
# 000FI: Ambérieu-en-Bugey
# 000FK: Malbosc
# 000FL: Saint-Pierre-du-Chemin
# 000FM: Cernay-la-Ville
# 000FN: Saint-Glen
# 000FO: Pomérols
# 000FP: Ségur-le-Château
# 000FR: Borne - La Croix de Bauzon
# 000FS: Dontreix
# 000FT: Blacé
# 000FU: Saint-Paul-Trois-Châteaux
# 000FV: Bélesta
# 000FW: Massiac
# 000FX: Pont-d'Ain
# 000FY: Sainte-Ouenne
# 000FZ: Guéret
# 000G1: Gros-Réderching
# 000G2: Gries
# 000G3: Le Mesnil-Esnard
# 000G4: Niederbronn-les-Bains
# 000G6: Aigrefeuille-d'Aunis
# 000G7: Saint-Haon
# 000GB: Wintersbourg
# 000GC: Annonay
# 000GD: Loano (SV)
# 000GF: Castres
# 000GG: Clans
# 000GH: Ilonse
# 000GI: Hédé-Bazouges
# 000GJ: Arcizans-Avant
# 000GK: Thoiras
# 000GL: Aytré-Plage
# 000GM: Yzeron
# 000GN: Vieux-Moulin
# 000GO: Mirebeau
# 000GP: L'Huisserie
# 000GQ: Charnas
# 000GR: Kogenheim
# 000GS: Lans-en-Vercors - Les Allières
# 000GT: Bouliac
# 000GU: Pleslin-Trigavou
# 000H4: Meillers
# 000H6: Les Buteaux
# 000H8: Montpellier
# 000H9: Juziers
# 000HB: Nonaville
# 000HC: Variscourt
# 000HD: Nice - Pessicart
# 000HF: Toulouse - Cité de l'Espace
# 000HH: Saint-Germain-Laprade
# 000HJ: Réaumur
# 000HL: Vence
# 000HM: Yssingeaux
# 000HO: Estrées-la-Campagne
# 000HR: La Chapelle-Saint-Florent
# 000HS: Dolembreux
# 000HT: Engins
# 000I1: Laroque
# 000I2: Prades-sur-Vernazobre
# 000I4: Guidel
# 000I5: Bulson
# 000I6: Lobbes
# 000I7: Eygliers
# 000I9: Foussais-Payré
# 000IA: Méaudre
# 000IB: Eu
# 000IC: Auvers-le-Hamon
# 000ID: Molières
# 000IF: Châtelus-Malvaleix
# 000II: Boulaincourt
# 000IK: Perche en Nocé - Courboyer
# 000J0: Le Luc
# 000J1: Senlis
# 000J2: Villebret
# 000J4: L'Isle-sur-la-Sorgue - Velorgues
# 000J6: Le Castellet
# 000J8: Béziers
# 000J9: Nogentel
# 000K0: Viriat
# 000K1: L'Isle-d'Abeau
# 000K2: L'Isle-sur-la-Sorgue - Lycée agricole
# 000K3: Valence
# 000K4: Phalsbourg
# 000K5: Saint-Nicolas-la-Chapelle
# 000K6: Hestrud
# 000K7: Saint-Léger-les-Mélèzes
# 000L1: Cheylade - Vallée de la Rhue
# 000L2: Saramon
# 000L3: Saint-Saturnin-lès-Avignon
# 000L4: Roquevaire - Vallon du Gaudissard
# 000L5: Valflaunès
# 000L7: Aniane
# 000L9: Genac
# 000LM: Ancey
# 000LO: Daglan
# 000LP: Vern-d'Anjou
